"locusName"	"Short_description"	"Arabidopsis_homolog"	"Arabidopsis_homolog_defline"	"Clamy_homolog"	"Clamy_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Solyc02g090000"	"CASP-like protein"	"AT3G50810"	"Uncharacterised protein family (UPF0497)"	""	""	"LOC_Os03g55870"	"membrane associated DUF588 domain containing protein, putative, expressed"
"Solyc02g090010"	"Molybdopterin synthase sulfur carrier subunit"	"AT4G10100"	"co-factor for nitrate, reductase and xanthine dehydrogenase 7"	"Cre08.g382545"	"(1 of 1) PTHR33359//PTHR33359:SF1 - FAMILY NOT NAMED // MOLYBDOPTERIN SYNTHASE SULFUR CARRIER SUBUNIT"	"LOC_Os02g35200"	"VP15, putative, expressed"
"Solyc02g090020"	"stress regulated protein AY873991"	"AT5G27290"	""	"Cre08.g379175"	"(1 of 2) PTHR33471:SF5 - EXPRESSED PROTEIN"	""	""
"Solyc02g090040"	"CTP synthase"	""	""	""	""	""	""
"Solyc02g090060"	""	""	""	""	""	""	""
"Solyc02g090100"	"homolog of Synechocystis YCF37"	"AT2G23670"	"homolog of Synechocystis YCF37"	""	""	""	""
"Solyc02g090120"	"hypothetical protein"	"AT5G66985"	""	""	""	""	""
"Solyc02g090130"	"Vacuolar protein sorting-associated protein, putative (DUF1162)"	"AT3G50380"	"Protein of unknown function (DUF1162)"	""	""	""	""
"Solyc02g090170"	"B3 domain-containing protein"	"AT4G33280"	"AP2/B3-like transcriptional factor family protein"	""	""	""	""
"Solyc02g090200"	"Zinc-finger domain of monoamine-oxidase A repressor .1"	""	""	""	""	""	""
"Solyc02g090260"	"golgin"	"AT3G50430"	"(1 of 1) PTHR16057 - WINS1, 2 PROTEIN"	""	""	"LOC_Os07g02950"	"expressed protein"
"Solyc02g090370"	"Reticulon-like protein"	"AT2G23640"	"Reticulan like protein B13"	""	""	""	""
"Solyc02g090380"	"Disease resistance protein (CC-NBS-LRR class) family"	"AT5G66900"	"Disease resistance protein (CC-NBS-LRR class) family"	""	""	""	""
"Solyc02g090410"	"LOB domain-containing protein 36"	"AT5G66870"	"ASYMMETRIC LEAVES 2-like 1"	""	""	"LOC_Os03g41600"	"DUF260 domain containing protein, putative, expressed"
"Solyc02g090460"	""	""	""	""	""	""	""
"Solyc02g090500"	"protein SUPPRESSOR OF QUENCHING 1, chloroplastic isoform X4"	""	""	""	""	""	""
"Solyc02g090580"	"ternary complex factor MI.1"	"AT4G37080"	"Protein of unknown function, DUF547"	""	""	"LOC_Os09g28850"	"expressed protein"
"Solyc02g090650"	"Ran-binding protein in the microtubule-organising centre protein Chr5:26672926-26676450 FORWARD LENGTH=750 201606"	"AT5G66810"	"(1 of 1) PTHR12864//PTHR12864:SF13 - RAN BINDING PROTEIN 9-RELATED"	""	""	"LOC_Os10g24070"	"expressed protein"
"Solyc02g090720"	"BEST plant protein match is: (TAIR:plant.1) protein, putative"	""	""	""	""	"LOC_Os09g28520"	"expressed protein"
"Solyc02g090730"	"fruit weight 2.2"	""	""	"Cre17.g738000"	"Aggregation 2"	"LOC_Os02g52550"	"uncharacterized Cys-rich domain containing protein, putative, expressed"
"Solyc02g090750"	"Protein DETOXIFICATION"	"AT4G37020"	"(1 of 104) 3.6.4.13 - RNA helicase"	"Cre01.g037900"	"(1 of 2) K03257 - translation initiation factor 4A (EIF4A)"	"LOC_Os10g25000"	"expressed protein"
"Solyc02g090810"	"Calcium-binding protein CML19"	""	""	"Cre11.g468450"	"20 kD Calcium-Binding Protein Centrin (caltractin)"	"LOC_Os10g25010"	"OsCML8 - Calmodulin-related calcium sensor protein, expressed"
"Solyc02g090840"	"DUF1685 domain-containing protein"	"AT4G33985"	"Protein of unknown function (DUF1685)"	""	""	"LOC_Os02g52770"	"expressed protein"
"Solyc02g090850"	"CLK4-associating serine/arginine-rich protein"	"AT4G36980"	"(1 of 1) KOG2548 - SWAP mRNA splicing regulator"	"Cre12.g498350"	"Pre-mRNA splicing factor, SR-related"	"LOC_Os03g27840"	"splicing factor, arginine/serine-rich 16, putative, expressed"
"Solyc02g090870"	"hypothetical protein"	"AT3G50340"	""	""	""	"LOC_Os08g36820"	"expressed protein"
"Solyc02g090900"	"Remorin"	""	""	""	""	""	""
"Solyc02g090920"	"Alpha/beta-Hydrolases superfamily protein"	""	""	""	""	""	""
"Solyc02g090930"	"Lipase"	""	""	""	""	""	""
"Solyc02g090950"	"Transcription factor HEC2"	""	""	""	""	""	""
"Solyc02g090960"	"Protein RALF-like 34"	"AT5G67070"	"ralf-like 34"	""	""	""	""
"Solyc02g091000"	"Late embryogenesis abundant protein"	""	""	""	""	"LOC_Os04g59330"	"expressed protein"
"Solyc02g091020"	"Nuclear pore complex protein NUP98A"	""	""	""	""	""	""
"Solyc02g091090"	"Valyl-tRNA synthetase"	""	""	""	""	""	""
"Solyc02g091140"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	"AT1G15125"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	""	""	""	""
"Solyc02g091180"	"DUF4228 domain-containing protein"	"AT3G03280"	"(1 of 28) PF14009 - Domain of unknown function (DUF4228) (DUF4228)"	""	""	"LOC_Os05g47960"	"expressed protein"
"Solyc02g091230"	"RING/FYVE/PHD zinc finger superfamily protein"	""	""	"Cre09.g400738"	"(1 of 1) PTHR23012//PTHR23012:SF96 - MEMBRANE ASSOCIATED RING FINGER // SUBFAMILY NOT NAMED"	""	""
"Solyc02g091250"	"Mediator of RNA polymerase II transcription subunit"	""	""	""	""	""	""
"Solyc02g091330"	"AAR2 protein family"	"AT1G66510"	"AAR2 protein family"	"Cre05.g244750"	"(1 of 1) K13205 - A1 cistron-splicing factor AAR2 (AAR2, C20orf4)"	"LOC_Os04g04320"	"expressed protein"
"Solyc02g091360"	"Plastid movement impaired"	"AT1G66480"	"plastid movement impaired 2"	""	""	"LOC_Os08g33210"	"expressed protein"
"Solyc02g091380"	"transmembrane protein"	""	""	""	""	"LOC_Os01g02130"	"expressed protein"
"Solyc02g091390"	"cold-regulated protein"	"AT3G03341"	""	"Cre13.g575701"	""	""	""
"Solyc02g091450"	""	""	""	""	""	""	""
"Solyc02g091460"	"Double-stranded RNA-binding"	""	""	""	""	""	""
"Solyc02g091500"	"Calcium-dependent protein kinase"	"AT1G66400"	"calmodulin like 23"	""	""	"LOC_Os05g13580"	"OsCML18 - Calmodulin-related calcium sensor protein, expressed"
"Solyc02g091640"	"Endoribonuclease E-like protein"	"AT4G37920"	""	"Cre18.g748397"	"predicted protein"	"LOC_Os01g20110"	"expressed protein"
"Solyc02g091650"	"Glycine-rich domain-containing protein 2"	"AT2G22660"	"Protein of unknown function (duplicated DUF1399)"	""	""	"LOC_Os11g40590"	"DUF1399 containing protein, putative, expressed"
"Solyc02g091660"	"transcription factor GTE2-like"	""	""	"Cre10.g455500"	"Global Transcription factor"	""	""
"Solyc02g091670"	"Octicosapeptide/Phox/Bem1p family protein"	""	""	""	""	""	""
"Solyc02g091690"	"bHLH transcription factor 081"	""	""	""	""	""	""
"Solyc02g091700"	"Hydroxyproline-rich glycoprotein"	"AT5G65660"	"hydroxyproline-rich glycoprotein family protein"	""	""	""	""
"Solyc02g091730"	"Chromatin SPT2"	"AT2G22720"	"SPT2 chromatin protein"	""	""	"LOC_Os11g19130"	"expressed protein"
"Solyc02g091850"	""	""	""	""	""	""	""
"Solyc02g091890"	"myb-like protein X"	""	""	""	""	""	""
"Solyc02g092000"	"transmembrane protein"	""	""	""	""	"LOC_Os01g05070"	"expressed protein"
"Solyc02g092040"	"Receptor-like protein kinase"	"AT3G49750"	"receptor like protein 44"	"Cre11.g467642"	"(1 of 2) PTHR27000//PTHR27000:SF119 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE BAM2-RELATED"	"LOC_Os09g04490"	"inactive receptor kinase At1g27190 precursor, putative, expressed"
"Solyc02g092130"	""	"AT5G65880"	""	""	""	""	""
"Solyc02g092140"	"PHLOEM 2-LIKE A10 protein"	""	""	""	""	"LOC_Os03g56000"	"PHLOEM 2-LIKE A10, putative, expressed"
"Solyc02g092190"	"hypothetical protein"	""	""	""	""	"LOC_Os03g52020"	"expressed protein"
"Solyc02g092220"	""	""	""	""	""	""	""
"Solyc02g092230"	"Heptahelical transmembrane protein ADIPOR3"	"AT4G37680"	"heptahelical protein 4"	"Cre06.g303900"	"(1 of 1) PTHR20855:SF52 - ADIPONECTIN RECEPTOR PROTEIN"	"LOC_Os03g13040"	"haemolysin-III, putative, expressed"
"Solyc02g092290"	"F-box/RNI-like superfamily protein"	"AT1G78760"	"F-box/RNI-like superfamily protein"	""	""	"LOC_Os11g10340"	"OsFBX417 - F-box domain containing protein, expressed"
"Solyc02g092320"	"Pentatricopeptide repeat-containing protein, chloroplastic"	""	""	""	""	""	""
"Solyc02g092340"	"Transmembrane protein"	""	""	""	""	""	""
"Solyc02g092350"	"Transmembrane protein"	"AT5G67550"	""	""	""	""	""
"Solyc02g092390"	"hypothetical protein"	"AT3G49890"	""	""	""	"LOC_Os03g10410"	"expressed protein"
"Solyc02g092420"	"Phototropic-responsive NPH3 family protein"	"AT3G49900"	"Phototropic-responsive NPH3 family protein"	""	""	""	""
"Solyc02g092470"	"Formin-like protein"	"AT5G67470"	"formin homolog 6"	""	""	"LOC_Os10g20710"	"formin-like protein 6 precursor, putative, expressed"
"Solyc02g092480"	"BTB domain-containing protein/NPH3 domain-containing protein"	"AT2G14820"	"Phototropic-responsive NPH3 family protein"	""	""	"LOC_Os03g41350"	"BTBN7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed"
"Solyc02g092510"	"Queuosine salvage protein"	""	""	"Cre07.g344150"	"(1 of 1) PTHR21314:SF0 - UPF0553 PROTEIN C9ORF64"	"LOC_Os07g39980"	"GA22009-PA, putative, expressed"
"Solyc02g092520"	"DNA mismatch repair protein MLH3 isoform .1"	""	""	""	""	""	""
"Solyc02g092530"	"Acetamidase/Formamidase"	"AT4G37560"	"Acetamidase/Formamidase family protein"	"Cre16.g691750"	"Formamidase/acetamidase"	"LOC_Os01g55950"	"acetamidase, putative, expressed"
"Solyc02g092540"	""	""	""	""	""	""	""
"Solyc02g092550"	"LOB domain-containing protein 38"	"AT5G67420"	"LOB domain-containing protein 37"	""	""	"LOC_Os03g33090"	"DUF260 domain containing protein, putative, expressed"
"Solyc02g092560"	"BTB/POZ domain-containing protein"	"AT5G67385"	"Phototropic-responsive NPH3 family protein"	""	""	"LOC_Os03g10880"	"BTBN5 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"Solyc02g092590"	"glycosyltransferase-like protein"	"AT5G67390"	""	""	""	"LOC_Os03g32790"	"expressed protein"
"Solyc02g092600"	"BTB/POZ domain-containing protein"	""	""	""	""	""	""
"Solyc02g092610"	"BTB/POZ domain-containing protein"	""	""	""	""	""	""
"Solyc02g092620"	"BTB/POZ domain-containing protein"	""	""	""	""	""	""
"Solyc02g092700"	"DUF1230 family protein (DUF1230)"	"AT5G67370"	"Protein of unknown function (DUF1230)"	"Cre05.g237050"	"Conserved in the Green Lineage and Diatoms"	"LOC_Os03g32490"	"DUF1230 domain containing protein, expressed"
"Solyc02g092720"	"hypothetical protein"	"AT5G67350"	""	""	""	"LOC_Os03g32420"	"expressed protein"
"Solyc02g092760"	"Sigma-B regulation protein RsbQ"	""	""	""	""	""	""
"Solyc02g092770"	"Sigma-B regulation protein RsbQ"	"AT4G37470"	"alpha/beta-Hydrolases superfamily protein"	""	""	"LOC_Os03g32270"	"hydrolase, alpha/beta fold family domain containing protein, expressed"
"Solyc02g092780"	"Suppressor of RPS4-RLD.1"	"AT4G37460"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"Cre01.g021450"	"Tetratricopeptide-repeat protein protein"	"LOC_Os07g02300"	"tetratricopeptide repeat domain containing protein, expressed"
"Solyc02g092790"	"Arabinogalactan"	"AT4G37450"	"arabinogalactan protein  18"	""	""	""	""
"Solyc02g092820"	"IAA-amido synthetase 3-4"	""	""	""	""	"LOC_Os07g40290"	"OsGH3.8 - Probable indole-3-acetic acid-amido synthetase, expressed"
"Solyc02g092830"	"hypothetical protein"	""	""	""	""	"LOC_Os12g40115"	"expressed protein"
"Solyc02g092870"	"Nucleolar-like protein"	"AT3G01810"	"(1 of 1) PTHR31344:SF1 - F28J7.14 PROTEIN"	"Cre10.g446000"	"(1 of 3) PF10358 - N-terminal C2 in EEIG1 and EHBP1 proteins (NT-C2)"	"LOC_Os12g13340"	"expressed protein"
"Solyc02g092880"	"Maternal effect embryo arrest 59"	"AT4G37300"	"maternal effect embryo arrest 59"	""	""	""	""
"Solyc02g092960"	"hypothetical protein"	"AT5G67265"	""	""	""	""	""
"Solyc02g092980"	"cyclin D3.1"	"AT5G67260"	"CYCLIN D3;2"	""	""	""	""
"Solyc02g092990"	"F-box protein"	""	""	""	""	"LOC_Os04g42670"	"OsFBL19 - F-box domain and LRR containing protein, expressed"
"Solyc02g093010"	"Protein RE.1"	""	""	"Cre12.g555350"	"ER retention protein"	""	""
"Solyc02g093020"	"Transmembrane protein, putative (DUF247)"	"AT3G50120"	"Plant protein of unknown function (DUF247)"	""	""	"LOC_Os04g42650"	"plant protein of unknown function domain containing protein, expressed"
"Solyc02g093090"	"Glucuronoxylan 4-o-methyltransferase 1-like protein"	"AT5G67210"	"Protein of unknown function (DUF579)"	""	""	"LOC_Os04g55640"	"plant-specific domain TIGR01627 family protein, expressed"
"Solyc02g093110"	"Ubiquitin-conjugating enzyme"	"AT3G57870"	"sumo conjugation enzyme 1"	"Cre02.g142000"	"E2 Ubiquitin conjugating enzyme"	"LOC_Os03g03130"	"ubiquitin-conjugating enzyme, putative, expressed"
"Solyc02g093140"	"CBS domain-containing protein CBSX1, chloroplastic"	"AT4G36910"	"Cystathionine beta-synthase (CBS) family protein"	"Cre09.g405800"	"(1 of 1) PTHR11911//PTHR11911:SF109 - INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED"	"LOC_Os08g22149"	"CBS domain containing membrane protein, putative, expressed"
"Solyc02g093160"	"Filament-like plant protein 7"	"AT2G23360"	"Plant protein of unknown function (DUF869)"	""	""	""	""
"Solyc02g093170"	"Cyclin delta-3"	"AT4G34090"	""	"Cre13.g563150"	"Conserved protein, arabidopsis homolog is related to arabidopsis cyclin delta-3"	"LOC_Os03g01920"	"expressed protein"
"Solyc02g093180"	"HXXXD-type acyl-transferase family protein"	"AT5G67150"	"HXXXD-type acyl-transferase family protein"	""	""	"LOC_Os08g01950"	"transferase family protein, putative, expressed"
"Solyc02g093190"	"Histone-lysine N-methyltransferase"	""	""	""	""	""	""
"Solyc02g093220"	"F-box protein"	"AT5G67140"	"F-box/RNI-like superfamily protein"	""	""	"LOC_Os06g07000"	"OsFBL28 - F-box domain and LRR containing protein, expressed"
"Solyc02g093230"	"Caffeoyl-CoA O-methyltransferase"	"AT4G34050"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	""	""	"LOC_Os06g06980"	"caffeoyl-CoA O-methyltransferase, putative, expressed"
"Solyc02g093250"	"Caffeoyl-CoA O-methyltransferase"	"AT4G34050"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	""	""	"LOC_Os06g06980"	"caffeoyl-CoA O-methyltransferase, putative, expressed"
"Solyc02g093270"	"Caffeoyl-CoA O-methyltransferase"	"AT4G34050"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	""	""	"LOC_Os06g06980"	"caffeoyl-CoA O-methyltransferase, putative, expressed"
"Solyc02g093280"	"bHLH transcription factor 017"	"AT4G36930"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"	""	""	"LOC_Os06g06900"	"helix-loop-helix DNA-binding domain containing protein, expressed"
"Solyc02g093320"	"DNA mismatch repair protein MLH3 isoform .1"	""	""	""	""	""	""
"Solyc02g093400"	"Integral membrane protein MviN"	""	""	""	""	""	""
"Solyc02g093450"	"cryptic loci regulator"	"AT3G27520"	""	""	""	"LOC_Os02g38180"	"expressed protein"
"Solyc02g093470"	"Lysine ketoglutarate reductase trans-splicing protein (DUF707)"	"AT1G67850"	"Protein of unknown function (DUF707)"	""	""	"LOC_Os02g19510"	"lysine ketoglutarate reductase trans-splicing related 1, putative, expressed"
"Solyc02g093500"	"Gdsl esterase/lipase"	""	""	""	""	""	""
"Solyc02g093510"	"Surfeit locus protein 2 (SURF2)"	"AT5G14440"	"Surfeit locus protein 2 (SURF2)"	""	""	"LOC_Os04g40430"	"surfeit locus protein, putative, expressed"
"Solyc02g093580"	"Pectate lyase"	""	""	""	""	""	""
"Solyc02g093590"	"zinc finger protein CONSTANS-LIKE 16-like"	"AT5G14370"	"CCT motif family protein"	""	""	""	""
"Solyc02g093600"	"Class I heat shock protein"	""	""	"Cre07.g318600"	"Heat shock protein 22H"	""	""
"Solyc02g093610"	"BAG family molecular chaperone regulator 2-like"	"AT5G14360"	"Ubiquitin-like superfamily protein"	""	""	"LOC_Os02g38410"	"ubiquitin family protein, putative, expressed"
"Solyc02g093630"	"Transmembrane protein"	"AT5G40640"	""	""	""	"LOC_Os02g38430"	"steroid nuclear receptor, ligand-binding, putative, expressed"
"Solyc02g093670"	"RPM1-interacting protein 4-like"	"AT5G40645"	"RPM1-interacting protein 4 (RIN4) family protein"	""	""	""	""
"Solyc02g093700"	"Cystinosin-like protein"	"AT5G40670"	"PQ-loop repeat family protein / transmembrane family protein"	""	""	"LOC_Os12g18110"	"PQ loop repeat domain containing protein, expressed"
"Solyc02g093710"	"B3 DNA binding domain"	"AT5G40690"	"(1 of 1) PTHR34278:SF1 - GB"	""	""	"LOC_Os05g23130"	"expressed protein"
"Solyc02g093720"	"TPX2 (Targeting protein for Xklp2) protein family"	"AT3G01710"	"TPX2 (targeting protein for Xklp2) protein family"	""	""	"LOC_Os12g17530"	"expressed protein"
"Solyc02g093750"	"C3H4 type zinc finger protein (DUF23)"	"AT5G40720"	"Domain of unknown function (DUF23)"	""	""	"LOC_Os08g02850"	"zinc finger family protein, putative, expressed"
"Solyc02g093840"	"F-box protein SKIP14-like"	""	""	""	""	""	""
"Solyc02g093860"	"Lysine histidine transporter-like.1"	"AT5G40780"	"lysine histidine transporter 1"	""	""	"LOC_Os08g03350"	"amino acid transporter, putative, expressed"
"Solyc02g093880"	"transcription factor GTE8"	"AT3G27260"	"global transcription factor group E8"	"Cre08.g367300"	"(1 of 2) PF00439//PF17035 - Bromodomain (Bromodomain) // Bromodomain extra-terminal - transcription regulation (BET)"	"LOC_Os02g38980"	"bromodomain domain containing protein, expressed"
"Solyc02g093890"	"hypothetical protein"	"AT3G27250"	"(1 of 6) PTHR33595:SF3 - EMB"	""	""	"LOC_Os12g13910"	"expressed protein"
"Solyc02g093910"	"Kelch repeat-containing protein"	""	""	""	""	"LOC_Os08g03420"	"kelch repeat protein, putative, expressed"
"Solyc02g093980"	"Nucleolar-like protein"	""	""	"Cre10.g446000"	"(1 of 3) PF10358 - N-terminal C2 in EEIG1 and EHBP1 proteins (NT-C2)"	""	""
"Solyc02g094000"	"EF_hand_5 domain-containing protein/EF_hand_6 domain-containing protein"	""	""	""	""	""	""
"Solyc02g094030"	"DSR6"	"AT3G01860"	""	""	""	"LOC_Os01g69100"	"expressed protein"
"Solyc02g094130"	"DCD (Development and Cell Death) domain protein"	"AT3G27090"	"DCD (Development and Cell Death) domain protein"	""	""	"LOC_Os05g41930"	"N-rich protein, putative, expressed"
"Solyc02g094150"	"Sua5/YciO/YrdC/YwlC family protein"	"AT3G01920"	"DHBP synthase RibB-like alpha/beta domain"	"Cre01.g015950"	"translation factor"	"LOC_Os08g41910"	"Sua5/YciO/YrdC/YwlC family protein, putative, expressed"
"Solyc02g094170"	"Zinc finger protein"	"AT5G14140"	"zinc ion binding;nucleic acid binding;zinc ion binding"	""	""	"LOC_Os11g30484"	"ZOS11-03 - C2H2 zinc finger protein, expressed"
"Solyc02g094190"	"Major facilitator superfamily protein"	"AT3G01930"	"Major facilitator superfamily protein"	"Cre01.g039950"	"Major facilitator superfamily transporter"	"LOC_Os08g42010"	"nodulin, putative, expressed"
"Solyc02g094210"	"Transmembrane protein, putative (DUF 3339)"	"AT5G08391"	"Protein of unknown function (DUF 3339)"	""	""	"LOC_Os11g30360"	"expressed protein"
"Solyc02g094220"	"Transmembrane protein, putative (DUF 3339)"	"AT5G40970"	"Protein of unknown function (DUF 3339)"	""	""	"LOC_Os02g30600"	"expressed protein"
"Solyc02g094280"	"Yellow stripe-like protein"	"AT3G27020"	"YELLOW STRIPE like 6"	""	""	"LOC_Os04g32050"	"transposon protein, putative, unclassified, expressed"
"Solyc02g094290"	"TCP transcription factor 27"	""	""	""	""	""	""
"Solyc02g094330"	"Pollen Ole e.1"	"AT5G41050"	"Pollen Ole e 1 allergen and extensin family protein"	""	""	"LOC_Os09g32988"	"POEI18 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
"Solyc02g094360"	"regulation of nuclear pre-mRNA domain-containing protein 1A"	"AT3G26990"	"ENTH/VHS family protein"	""	""	"LOC_Os01g70060"	"protein of unknown function, DUF618 domain containing protein, expressed"
"Solyc02g094420"	"Shikimate kinase"	"AT3G26900"	"shikimate kinase like 1"	""	""	"LOC_Os01g01302"	"shikimate kinase, putative, expressed"
"Solyc02g094430"	"Acyltransferase-like protein, chloroplastic"	"AT5G41120"	"Esterase/lipase/thioesterase family protein"	"Cre12.g521650"	"(1 of 3) PTHR22753//PTHR22753:SF1 - FAMILY NOT NAMED // TRANSMEMBRANE PROTEIN 68"	"LOC_Os09g33530"	"expressed protein"
"Solyc02g094450"	"nucleolin"	""	""	""	""	""	""
"Solyc02g094460"	"B3 domain transcription factor"	"AT3G26790"	"AP2/B3-like transcriptional factor family protein"	""	""	""	""
"Solyc02g094490"	"coiled-coil protein"	"AT2G31410"	""	"Cre12.g499000"	"(1 of 1) PF03879 - Cgr1 family (Cgr1)"	"LOC_Os02g38190"	"expressed protein"
"Solyc03g005030"	"hypothetical protein"	"AT3G01860"	""	""	""	"LOC_Os01g69100"	"expressed protein"
"Solyc03g005040"	"Calcium-binding EF-hand family protein"	""	""	""	""	""	""
"Solyc03g005060"	"Nucleolar-like protein"	""	""	"Cre10.g446000"	"(1 of 3) PF10358 - N-terminal C2 in EEIG1 and EHBP1 proteins (NT-C2)"	""	""
"Solyc03g005120"	"Cystinosin-like protein"	"AT5G40670"	"PQ-loop repeat family protein / transmembrane family protein"	""	""	"LOC_Os12g18110"	"PQ loop repeat domain containing protein, expressed"
"Solyc03g005190"	""	""	""	""	""	""	""
"Solyc03g005210"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"AT3G22620"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	""	""	"LOC_Os07g07920"	"LTPL100 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
